fanfiction,series,reviews,favs,words,MainItemLink,MainItemText,ThisInstance,downloaded,arc_computed,lang
/s/13557055/1/Aubade,Percy-Jackson-and-the-Olympians,119,109,85895,https://www.fanfiction.net/book/Percy-Jackson-and-the-Olympians/,Percy-Jackson-and-the-Olympians,/s/13557055/1/Aubade,1,1,en
/s/13524946/1/Sonder,Percy-Jackson-and-the-Olympians,115,112,79864,https://www.fanfiction.net/book/Percy-Jackson-and-the-Olympians/,Percy-Jackson-and-the-Olympians,/s/13524946/1/Sonder,1,1,en
/s/13647295/1/What-The-High-Tides-May-Bring,Percy-Jackson-and-the-Olympians,114,133,110839,https://www.fanfiction.net/book/Percy-Jackson-and-the-Olympians/,Percy-Jackson-and-the-Olympians,/s/13647295/1/What-The-High-Tides-May-Bring,1,1,en
/s/5730645/1/The-Wolf-and-His-Girl,Twilight,2810,2192,300443,https://www.fanfiction.net/book/Twilight/,Twilight,/s/5730645/1/The-Wolf-and-His-Girl,1,0,en
/s/4786790/1/Heartbreak-and-Harvard,Twilight,2025,1388,122032,https://www.fanfiction.net/book/Twilight/,Twilight,/s/4786790/1/Heartbreak-and-Harvard,1,1,en
/s/4777477/1/Return-to-Me,Twilight,1720,1505,122825,https://www.fanfiction.net/book/Twilight/,Twilight,/s/4777477/1/Return-to-Me,1,1,en
/s/9949803/1/Stupid-Volvo-Owner,Twilight,1677,765,200528,https://www.fanfiction.net/book/Twilight/,Twilight,/s/9949803/1/Stupid-Volvo-Owner,1,1,en
/s/13211838/1/d%C3%B3ttir,Twilight,1617,399,95224,https://www.fanfiction.net/book/Twilight/,Twilight,/s/13211838/1/d%C3%B3ttir,1,1,en
/s/4568315/1/A-Whole-New-World,Twilight,1436,685,144959,https://www.fanfiction.net/book/Twilight/,Twilight,/s/4568315/1/A-Whole-New-World,1,1,en
/s/4815127/1/The-Illusion-of-Sanity,Twilight,1381,501,206875,https://www.fanfiction.net/book/Twilight/,Twilight,/s/4815127/1/The-Illusion-of-Sanity,1,1,en
/s/4452503/1/My-Notebook-Will-Explain,Twilight,1245,900,74777,https://www.fanfiction.net/book/Twilight/,Twilight,/s/4452503/1/My-Notebook-Will-Explain,1,1,en
/s/13452727/1/A-Christmas-Wish,Twilight,1219,358,238162,https://www.fanfiction.net/book/Twilight/,Twilight,/s/13452727/1/A-Christmas-Wish,1,1,en
/s/13165822/1/Vacation-Town,Twilight,1092,450,35781,https://www.fanfiction.net/book/Twilight/,Twilight,/s/13165822/1/Vacation-Town,1,1,en
/s/10675724/1/Cullen-Ups-and-Downs,Twilight,1019,151,274703,https://www.fanfiction.net/book/Twilight/,Twilight,/s/10675724/1/Cullen-Ups-and-Downs,1,1,en
/s/8429307/1/Love-in-a-Photograph,Twilight,976,553,94394,https://www.fanfiction.net/book/Twilight/,Twilight,/s/8429307/1/Love-in-a-Photograph,1,1,en
/s/3399947/1/Royal-Sun,Twilight,866,857,34919,https://www.fanfiction.net/book/Twilight/,Twilight,/s/3399947/1/Royal-Sun,1,1,en
/s/5243852/1/Pain-on-Pain,Twilight,830,867,27544,https://www.fanfiction.net/book/Twilight/,Twilight,/s/5243852/1/Pain-on-Pain,1,1,en
/s/12989081/1/The-Rabbit-Meets-the-Magic-Stick,Twilight,801,605,85764,https://www.fanfiction.net/book/Twilight/,Twilight,/s/12989081/1/The-Rabbit-Meets-the-Magic-Stick,1,1,en
/s/5652887/1/The-Story-Of-Sarelle,Twilight,719,531,267437,https://www.fanfiction.net/book/Twilight/,Twilight,/s/5652887/1/The-Story-Of-Sarelle,1,1,en
/s/13129669/1/Forward-To-The-Future,Twilight,718,366,272338,https://www.fanfiction.net/book/Twilight/,Twilight,/s/13129669/1/Forward-To-The-Future,1,1,en
/s/13415248/1/Does-My-Ass-Look-Too-Big-in-these-Jeans,Twilight,681,314,44148,https://www.fanfiction.net/book/Twilight/,Twilight,/s/13415248/1/Does-My-Ass-Look-Too-Big-in-these-Jeans,1,1,en
/s/13046958/1/A-Tangled-Web,Twilight,672,374,139629,https://www.fanfiction.net/book/Twilight/,Twilight,/s/13046958/1/A-Tangled-Web,1,1,en
/s/4647098/1/You-Are-Mine,Twilight,671,612,22099,https://www.fanfiction.net/book/Twilight/,Twilight,/s/4647098/1/You-Are-Mine,1,1,en
/s/6579667/1/Aphrodite-s-Temptation,Twilight,671,195,208998,https://www.fanfiction.net/book/Twilight/,Twilight,/s/6579667/1/Aphrodite-s-Temptation,1,1,en
/s/4415654/1/My-Godsisters-Cousin,Twilight,662,419,28553,https://www.fanfiction.net/book/Twilight/,Twilight,/s/4415654/1/My-Godsisters-Cousin,1,1,en
/s/12607374/1/R-A-V-A-G-E,Twilight,644,1170,137151,https://www.fanfiction.net/book/Twilight/,Twilight,/s/12607374/1/R-A-V-A-G-E,1,1,en
/s/4563252/1/Guardian-of-My-Heart,Twilight,632,512,67195,https://www.fanfiction.net/book/Twilight/,Twilight,/s/4563252/1/Guardian-of-My-Heart,1,1,en
/s/8732243/1/Our-Instant-Connection,Twilight,623,451,74138,https://www.fanfiction.net/book/Twilight/,Twilight,/s/8732243/1/Our-Instant-Connection,1,1,en
/s/5185045/1/Breaking-Day,Twilight,614,170,68908,https://www.fanfiction.net/book/Twilight/,Twilight,/s/5185045/1/Breaking-Day,1,1,en
/s/10379088/1/The-Life-of-a-Phoenix,Twilight,610,816,240861,https://www.fanfiction.net/book/Twilight/,Twilight,/s/10379088/1/The-Life-of-a-Phoenix,1,1,en
/s/13064259/1/Bear,Twilight,603,434,41870,https://www.fanfiction.net/book/Twilight/,Twilight,/s/13064259/1/Bear,1,1,en
/s/12932733/1/Preciosa,Twilight,592,1450,176330,https://www.fanfiction.net/book/Twilight/,Twilight,/s/12932733/1/Preciosa,1,1,en
/s/13516543/1/My-son-s-teacher,Twilight,579,217,158403,https://www.fanfiction.net/book/Twilight/,Twilight,/s/13516543/1/My-son-s-teacher,1,1,en
/s/4877370/1/Don-t-Let-Me-Go,Twilight,577,554,24618,https://www.fanfiction.net/book/Twilight/,Twilight,/s/4877370/1/Don-t-Let-Me-Go,1,1,en
/s/4503770/1/Trouble-With-Renesmee,Twilight,563,216,30434,https://www.fanfiction.net/book/Twilight/,Twilight,/s/4503770/1/Trouble-With-Renesmee,1,1,en
/s/4846622/1/Tortured,Twilight,543,234,44560,https://www.fanfiction.net/book/Twilight/,Twilight,/s/4846622/1/Tortured,1,1,en
/s/5001243/1/Death-s-Sweet-Touch,Twilight,541,183,64584,https://www.fanfiction.net/book/Twilight/,Twilight,/s/5001243/1/Death-s-Sweet-Touch,1,1,en
/s/13642319/1/It-was-just-a-favor,Twilight,531,280,177990,https://www.fanfiction.net/book/Twilight/,Twilight,/s/13642319/1/It-was-just-a-favor,1,1,en
/s/4992870/1/Last-Light,Twilight,498,140,86463,https://www.fanfiction.net/book/Twilight/,Twilight,/s/4992870/1/Last-Light,1,1,en
/s/7185864/1/Remember-Me,Twilight,488,766,56055,https://www.fanfiction.net/book/Twilight/,Twilight,/s/7185864/1/Remember-Me,1,1,en
/s/13455328/1/Oh-Reindeer,Twilight,474,196,21778,https://www.fanfiction.net/book/Twilight/,Twilight,/s/13455328/1/Oh-Reindeer,1,1,en
/s/4579882/1/A-Slave-of-Love,Twilight,468,288,39418,https://www.fanfiction.net/book/Twilight/,Twilight,/s/4579882/1/A-Slave-of-Love,1,1,en
/s/13397404/1/Makes-You-Feel,Twilight,467,115,64574,https://www.fanfiction.net/book/Twilight/,Twilight,/s/13397404/1/Makes-You-Feel,1,1,en
/s/4992066/1/Midnight-Sun-Continuation,Twilight,465,391,118671,https://www.fanfiction.net/book/Twilight/,Twilight,/s/4992066/1/Midnight-Sun-Continuation,1,1,en
/s/6739233/1/Vocalise,Twilight,464,650,89106,https://www.fanfiction.net/book/Twilight/,Twilight,/s/6739233/1/Vocalise,1,1,en
/s/4975390/1/How-to-lose-a-vampire-in-10-days,Twilight,461,224,26741,https://www.fanfiction.net/book/Twilight/,Twilight,/s/4975390/1/How-to-lose-a-vampire-in-10-days,1,1,en
/s/13156287/1/From-the-Ashes-of-Broken-Dreams,Twilight,447,321,125609,https://www.fanfiction.net/book/Twilight/,Twilight,/s/13156287/1/From-the-Ashes-of-Broken-Dreams,1,1,en
/s/4833869/1/Another-Heartbreak,Twilight,447,244,41911,https://www.fanfiction.net/book/Twilight/,Twilight,/s/4833869/1/Another-Heartbreak,1,1,en
/s/4717055/1/Just-take-me-away,Twilight,446,170,22186,https://www.fanfiction.net/book/Twilight/,Twilight,/s/4717055/1/Just-take-me-away,1,1,en
/s/13225327/1/The-Future-is-not-written-in-Stone,Twilight,431,496,85613,https://www.fanfiction.net/book/Twilight/,Twilight,/s/13225327/1/The-Future-is-not-written-in-Stone,1,1,en
/s/13578143/1/The-aftermaths-of-a-bite,Twilight,430,535,97577,https://www.fanfiction.net/book/Twilight/,Twilight,/s/13578143/1/The-aftermaths-of-a-bite,1,1,en
/s/13374505/1/The-twist-and-turns-in-a-simple-life,Twilight,424,186,204573,https://www.fanfiction.net/book/Twilight/,Twilight,/s/13374505/1/The-twist-and-turns-in-a-simple-life,1,1,en
/s/12795152/1/Child-of-Fire,Twilight,414,652,90203,https://www.fanfiction.net/book/Twilight/,Twilight,/s/12795152/1/Child-of-Fire,1,1,en
/s/6734529/1/The-Story-Of-Sarelle-The-Immortal-Years,Twilight,414,277,186133,https://www.fanfiction.net/book/Twilight/,Twilight,/s/6734529/1/The-Story-Of-Sarelle-The-Immortal-Years,1,1,en
/s/13117792/1/Part-of-the-Pack,Twilight,412,423,81987,https://www.fanfiction.net/book/Twilight/,Twilight,/s/13117792/1/Part-of-the-Pack,1,1,en
/s/4824176/1/Cold-Moon,Twilight,405,367,64078,https://www.fanfiction.net/book/Twilight/,Twilight,/s/4824176/1/Cold-Moon,1,1,en
/s/4769589/1/Click-Your-Heels-And-Wish-For-Me,Twilight,387,291,32221,https://www.fanfiction.net/book/Twilight/,Twilight,/s/4769589/1/Click-Your-Heels-And-Wish-For-Me,1,1,en
/s/5103355/1/Crush,Twilight,379,250,28112,https://www.fanfiction.net/book/Twilight/,Twilight,/s/5103355/1/Crush,1,1,en
/s/12754347/1/A-Scent-I-Love,Twilight,354,905,47617,https://www.fanfiction.net/book/Twilight/,Twilight,/s/12754347/1/A-Scent-I-Love,1,1,en
/s/4988100/1/Taming-the-Lion,Twilight,354,665,68877,https://www.fanfiction.net/book/Twilight/,Twilight,/s/4988100/1/Taming-the-Lion,1,1,en
/s/5089190/1/Life-After-Forks,Twilight,352,302,85805,https://www.fanfiction.net/book/Twilight/,Twilight,/s/5089190/1/Life-After-Forks,1,1,en
/s/4214173/1/Mr-and-Mrs-Cullen,Twilight,351,211,36780,https://www.fanfiction.net/book/Twilight/,Twilight,/s/4214173/1/Mr-and-Mrs-Cullen,1,1,en
/s/12250910/1/Finding-You,Twilight,343,208,129980,https://www.fanfiction.net/book/Twilight/,Twilight,/s/12250910/1/Finding-You,1,1,en
/s/5921089/1/Juliet-s-Path,Twilight,341,734,49229,https://www.fanfiction.net/book/Twilight/,Twilight,/s/5921089/1/Juliet-s-Path,1,1,en
/s/5119520/1/Bullied-into-Love,Twilight,329,134,39246,https://www.fanfiction.net/book/Twilight/,Twilight,/s/5119520/1/Bullied-into-Love,1,1,en
/s/10379945/1/Falling-Skies,Twilight,327,670,63616,https://www.fanfiction.net/book/Twilight/,Twilight,/s/10379945/1/Falling-Skies,1,1,en
/s/5900267/1/A-Very-Underestimated-Emotion,Twilight,322,289,159242,https://www.fanfiction.net/book/Twilight/,Twilight,/s/5900267/1/A-Very-Underestimated-Emotion,1,1,en
/s/10441968/1/Catching-a-Glimpse,Twilight,322,104,130878,https://www.fanfiction.net/book/Twilight/,Twilight,/s/10441968/1/Catching-a-Glimpse,1,1,en
/s/13688227/1/Caught-Somewhere-In-Time,Twilight,317,375,17515,https://www.fanfiction.net/book/Twilight/,Twilight,/s/13688227/1/Caught-Somewhere-In-Time,1,1,en
/s/12868909/1/Twilight-Saga-My-Best-Friend,Twilight,316,481,179049,https://www.fanfiction.net/book/Twilight/,Twilight,/s/12868909/1/Twilight-Saga-My-Best-Friend,1,1,en
/s/10567635/1/Fates-second-chance,Twilight,309,680,30789,https://www.fanfiction.net/book/Twilight/,Twilight,/s/10567635/1/Fates-second-chance,1,1,en
/s/4537511/1/A-Famous-Secret,Twilight,308,314,28163,https://www.fanfiction.net/book/Twilight/,Twilight,/s/4537511/1/A-Famous-Secret,1,1,en
/s/11737873/1/The-Female-Alpha-Complete,Twilight,304,348,121072,https://www.fanfiction.net/book/Twilight/,Twilight,/s/11737873/1/The-Female-Alpha-Complete,1,1,en
/s/12959095/1/Call-of-the-Night,Twilight,304,106,275135,https://www.fanfiction.net/book/Twilight/,Twilight,/s/12959095/1/Call-of-the-Night,1,1,en
/s/4924069/1/Drama,Twilight,303,197,25657,https://www.fanfiction.net/book/Twilight/,Twilight,/s/4924069/1/Drama,1,1,en
/s/4963867/1/Farris-Wheel-Love,Twilight,293,335,56255,https://www.fanfiction.net/book/Twilight/,Twilight,/s/4963867/1/Farris-Wheel-Love,1,1,en
/s/12828546/1/In-Time-I-Will-Catch-You,Twilight,291,228,125612,https://www.fanfiction.net/book/Twilight/,Twilight,/s/12828546/1/In-Time-I-Will-Catch-You,1,1,en
/s/4912899/1/A-miracle,Twilight,290,287,19750,https://www.fanfiction.net/book/Twilight/,Twilight,/s/4912899/1/A-miracle,1,1,en
/s/4910956/1/An-Unlikely-Pair,Twilight,286,142,89142,https://www.fanfiction.net/book/Twilight/,Twilight,/s/4910956/1/An-Unlikely-Pair,1,1,en
/s/7628534/1/2-is-Better,Twilight,285,193,62587,https://www.fanfiction.net/book/Twilight/,Twilight,/s/7628534/1/2-is-Better,1,1,en
/s/4821393/1/PS-I-Love-You,Twilight,278,408,38831,https://www.fanfiction.net/book/Twilight/,Twilight,/s/4821393/1/PS-I-Love-You,1,1,en
/s/12772054/1/superextra,Twilight,278,151,22281,https://www.fanfiction.net/book/Twilight/,Twilight,/s/12772054/1/superextra,1,1,en
/s/4667668/1/Without-You,Twilight,274,256,57474,https://www.fanfiction.net/book/Twilight/,Twilight,/s/4667668/1/Without-You,1,1,en
/s/13273403/1/The-Enigma-named-Imprinting,Twilight,274,179,133337,https://www.fanfiction.net/book/Twilight/,Twilight,/s/13273403/1/The-Enigma-named-Imprinting,1,1,en
/s/4987486/1/Thinking-Of-You,Twilight,257,230,45826,https://www.fanfiction.net/book/Twilight/,Twilight,/s/4987486/1/Thinking-Of-You,1,1,en
/s/13492491/1/Accidentally-on-Purpose-I-Fell-in-Love-with-You,Twilight,250,557,55926,https://www.fanfiction.net/book/Twilight/,Twilight,/s/13492491/1/Accidentally-on-Purpose-I-Fell-in-Love-with-You,1,1,en
/s/4839050/1/Kryptonite-Thy-Name-is-Wolf,Twilight,245,231,31336,https://www.fanfiction.net/book/Twilight/,Twilight,/s/4839050/1/Kryptonite-Thy-Name-is-Wolf,1,1,en
/s/5116631/1/Down-the-Road,Twilight,239,333,44143,https://www.fanfiction.net/book/Twilight/,Twilight,/s/5116631/1/Down-the-Road,1,1,en
/s/13259138/1/Twilight-The-Bloodmoon,Twilight,237,185,163660,https://www.fanfiction.net/book/Twilight/,Twilight,/s/13259138/1/Twilight-The-Bloodmoon,1,1,en
/s/13093500/1/Rekindling-What-s-Meant-to-Be,Twilight,236,121,65204,https://www.fanfiction.net/book/Twilight/,Twilight,/s/13093500/1/Rekindling-What-s-Meant-to-Be,1,1,en
/s/13531083/1/Outbreak-2020,Twilight,235,101,42565,https://www.fanfiction.net/book/Twilight/,Twilight,/s/13531083/1/Outbreak-2020,1,1,en
/s/12470005/1/Grown-Up,Twilight,227,177,87815,https://www.fanfiction.net/book/Twilight/,Twilight,/s/12470005/1/Grown-Up,1,1,en
/s/13183030/1/Prom,Twilight,227,121,22010,https://www.fanfiction.net/book/Twilight/,Twilight,/s/13183030/1/Prom,1,1,en
/s/4211479/1/Second-Chance,Twilight,223,127,70624,https://www.fanfiction.net/book/Twilight/,Twilight,/s/4211479/1/Second-Chance,1,1,en
/s/13592368/1/The-Golden-Eyed-Menace,Twilight,217,468,50822,https://www.fanfiction.net/book/Twilight/,Twilight,/s/13592368/1/The-Golden-Eyed-Menace,1,1,en
/s/13058326/1/every-second-of-every-hour,Twilight,215,644,53178,https://www.fanfiction.net/book/Twilight/,Twilight,/s/13058326/1/every-second-of-every-hour,1,1,en
/s/12286946/1/The-Right-Swan-Edward-Cullen-LS,Twilight,210,389,64245,https://www.fanfiction.net/book/Twilight/,Twilight,/s/12286946/1/The-Right-Swan-Edward-Cullen-LS,1,1,en
/s/7851829/1/Embracing-Fate,Twilight,207,266,42320,https://www.fanfiction.net/book/Twilight/,Twilight,/s/7851829/1/Embracing-Fate,1,0,en
/s/13323873/1/But-why-am-I-Jessica,Twilight,202,338,100135,https://www.fanfiction.net/book/Twilight/,Twilight,/s/13323873/1/But-why-am-I-Jessica,1,1,en
/s/13148480/1/It-Was-Always-You,Twilight,201,613,30489,https://www.fanfiction.net/book/Twilight/,Twilight,/s/13148480/1/It-Was-Always-You,1,1,en
/s/13227102/1/Total-Eclipse-of-the-Heart,Twilight,200,778,43691,https://www.fanfiction.net/book/Twilight/,Twilight,/s/13227102/1/Total-Eclipse-of-the-Heart,1,1,en
/s/10869807/1/Memories-Of-Me,Twilight,193,179,69954,https://www.fanfiction.net/book/Twilight/,Twilight,/s/10869807/1/Memories-Of-Me,1,1,en
/s/5646799/1/Fall-Through-The-Stars,Twilight,190,213,161573,https://www.fanfiction.net/book/Twilight/,Twilight,/s/5646799/1/Fall-Through-The-Stars,1,1,en
/s/6365073/1/Legends,Twilight,187,261,54893,https://www.fanfiction.net/book/Twilight/,Twilight,/s/6365073/1/Legends,1,1,en
/s/12750929/1/A-New-Life-Begins,Twilight,184,183,124541,https://www.fanfiction.net/book/Twilight/,Twilight,/s/12750929/1/A-New-Life-Begins,1,1,en
/s/5027684/1/Swan-Boot-Camp,Twilight,181,164,34543,https://www.fanfiction.net/book/Twilight/,Twilight,/s/5027684/1/Swan-Boot-Camp,1,1,en
/s/12754683/1/The-Taxi-Ride,Twilight,180,292,80160,https://www.fanfiction.net/book/Twilight/,Twilight,/s/12754683/1/The-Taxi-Ride,1,1,en
/s/4973588/1/My-Life-Would-Suck-Without-You,Twilight,177,151,64797,https://www.fanfiction.net/book/Twilight/,Twilight,/s/4973588/1/My-Life-Would-Suck-Without-You,1,1,en
/s/5175553/1/Save-Me,Twilight,176,113,39477,https://www.fanfiction.net/book/Twilight/,Twilight,/s/5175553/1/Save-Me,1,1,en
/s/13378204/1/Jessica-s-Happily-Ever-After,Twilight,168,104,72115,https://www.fanfiction.net/book/Twilight/,Twilight,/s/13378204/1/Jessica-s-Happily-Ever-After,1,1,en
/s/5226465/1/Back-Again,Twilight,167,141,15702,https://www.fanfiction.net/book/Twilight/,Twilight,/s/5226465/1/Back-Again,1,1,en
/s/5472888/1/Belonging,Twilight,165,164,91251,https://www.fanfiction.net/book/Twilight/,Twilight,/s/5472888/1/Belonging,1,1,en
/s/9097248/1/Always-Yours,Twilight,165,155,44373,https://www.fanfiction.net/book/Twilight/,Twilight,/s/9097248/1/Always-Yours,1,1,en
/s/5079163/1/Alone,Twilight,160,117,17670,https://www.fanfiction.net/book/Twilight/,Twilight,/s/5079163/1/Alone,1,1,en
/s/10672809/1/Second-Meeting,Twilight,160,101,57760,https://www.fanfiction.net/book/Twilight/,Twilight,/s/10672809/1/Second-Meeting,1,1,en
/s/12910856/1/His-Equal,Twilight,158,450,55376,https://www.fanfiction.net/book/Twilight/,Twilight,/s/12910856/1/His-Equal,1,1,en
/s/7127656/1/Lightning-Crashes,Twilight,157,141,121997,https://www.fanfiction.net/book/Twilight/,Twilight,/s/7127656/1/Lightning-Crashes,1,1,en
/s/11964347/1/Sunshine-Again,Twilight,155,275,133422,https://www.fanfiction.net/book/Twilight/,Twilight,/s/11964347/1/Sunshine-Again,1,1,en
/s/12628289/1/Echo,Twilight,150,643,44873,https://www.fanfiction.net/book/Twilight/,Twilight,/s/12628289/1/Echo,1,1,en
/s/5139534/1/Geek-Love-Edward-s-Story,Twilight,149,217,41419,https://www.fanfiction.net/book/Twilight/,Twilight,/s/5139534/1/Geek-Love-Edward-s-Story,1,1,en
/s/13047120/1/Secrets-in-Life,Twilight,147,127,22951,https://www.fanfiction.net/book/Twilight/,Twilight,/s/13047120/1/Secrets-in-Life,1,1,en
/s/12585837/1/A-Bad-Deal,Twilight,144,194,63896,https://www.fanfiction.net/book/Twilight/,Twilight,/s/12585837/1/A-Bad-Deal,1,1,en
/s/6643858/1/One-Of-Them,Twilight,144,182,20255,https://www.fanfiction.net/book/Twilight/,Twilight,/s/6643858/1/One-Of-Them,1,1,en
/s/5423997/1/The-Witches-of-Forks,Twilight,141,276,58413,https://www.fanfiction.net/book/Twilight/,Twilight,/s/5423997/1/The-Witches-of-Forks,1,1,en
/s/9557271/1/Intrinsic-Fascination,Twilight,140,341,129254,https://www.fanfiction.net/book/Twilight/,Twilight,/s/9557271/1/Intrinsic-Fascination,1,1,en
/s/10955783/1/Rook,Twilight,140,137,46874,https://www.fanfiction.net/book/Twilight/,Twilight,/s/10955783/1/Rook,1,1,en
/s/10186455/1/Dark-Skies,Twilight,138,526,59993,https://www.fanfiction.net/book/Twilight/,Twilight,/s/10186455/1/Dark-Skies,1,1,en
/s/13498206/1/To-Love-Again,Twilight,135,265,23265,https://www.fanfiction.net/book/Twilight/,Twilight,/s/13498206/1/To-Love-Again,1,1,en
/s/12928785/1/Midnight-Sun-Reimagined,Twilight,135,145,176651,https://www.fanfiction.net/book/Twilight/,Twilight,/s/12928785/1/Midnight-Sun-Reimagined,1,1,en
/s/7937722/1/Secrets,Twilight,128,120,101443,https://www.fanfiction.net/book/Twilight/,Twilight,/s/7937722/1/Secrets,1,1,en
/s/13350550/1/Twilight-With-A-Twist,Twilight,124,212,88293,https://www.fanfiction.net/book/Twilight/,Twilight,/s/13350550/1/Twilight-With-A-Twist,1,1,en
/s/13198010/1/Sanctuary,Twilight,123,264,14810,https://www.fanfiction.net/book/Twilight/,Twilight,/s/13198010/1/Sanctuary,1,1,en
/s/13436014/1/Mortality,Twilight,121,104,108520,https://www.fanfiction.net/book/Twilight/,Twilight,/s/13436014/1/Mortality,1,1,en
/s/13360689/1/1933,Twilight,119,192,51607,https://www.fanfiction.net/book/Twilight/,Twilight,/s/13360689/1/1933,1,1,en
/s/5779227/1/A-Gift-for-All-Eternity,Twilight,119,107,58549,https://www.fanfiction.net/book/Twilight/,Twilight,/s/5779227/1/A-Gift-for-All-Eternity,1,1,en
/s/13384835/1/Devil-s-Playground,Twilight,118,234,103302,https://www.fanfiction.net/book/Twilight/,Twilight,/s/13384835/1/Devil-s-Playground,1,1,en
/s/5183839/1/Marked-for-life,Twilight,115,295,38620,https://www.fanfiction.net/book/Twilight/,Twilight,/s/5183839/1/Marked-for-life,1,1,en
/s/4766432/1/Thoroughly-Modern-Bella,Twilight,113,120,25471,https://www.fanfiction.net/book/Twilight/,Twilight,/s/4766432/1/Thoroughly-Modern-Bella,1,1,en
/s/5587185/1/Shooting-The-Moon,Twilight,111,276,85698,https://www.fanfiction.net/book/Twilight/,Twilight,/s/5587185/1/Shooting-The-Moon,1,1,en
/s/11868411/1/Heart-turned-dark,Twilight,106,122,22896,https://www.fanfiction.net/book/Twilight/,Twilight,/s/11868411/1/Heart-turned-dark,1,1,en
/s/12162596/1/From-Dusk,Twilight,105,233,73992,https://www.fanfiction.net/book/Twilight/,Twilight,/s/12162596/1/From-Dusk,1,1,en
/s/13502954/1/What-If,Twilight,105,111,191395,https://www.fanfiction.net/book/Twilight/,Twilight,/s/13502954/1/What-If,1,1,en
/s/7777490/1/Friendship,Twilight,101,116,45021,https://www.fanfiction.net/book/Twilight/,Twilight,/s/7777490/1/Friendship,1,1,en
